"Duration","Amplitude","Type"
"56.36","4","ROCKFALL"
"5.96","5","MP"
"79.4","9","ROCKFALL"
"5.88","3","MP"
"6.28","3","MP"
"12.28","68","VTB"
"5.44","4","MP"
"153.48","10","ROCKFALL"
"124.04","10","ROCKFALL"
"5.52","3","MP"
"6","4","MP"
"54.2","3","TECT"
"5.24","3","MP"
"67.4","4","ROCKFALL"
"39.8","3","ROCKFALL"
"6.08","3","MP"
"48.32","4","ROCKFALL"
"94.68","10","ROCKFALL"
"62","3","ROCKFALL"
"107.4","8","ROCKFALL"
"10.68","20","VTB"
"47.76","4","ROCKFALL"
"90","9","ROCKFALL"
"108.72","4","ROCKFALL"
"125.28","11","ROCKFALL"
"58.08","3","ROCKFALL"
"160.76","25","ROCKFALL"
"109","10","ROCKFALL"
"72.36","4","ROCKFALL"
"79.56","3","ROCKFALL"
"89.12","6","ROCKFALL"
"6.84","3","MP"
"9.88","4","LF"
"72.96","4","ROCKFALL"
"73.72","3","ROCKFALL"
"109.88","4","ROCKFALL"
"5.28","3","MP"
"42.8","3","ROCKFALL"
"75.28","4","ROCKFALL"
"79.36","5","ROCKFALL"
"67.2","3","ROCKFALL"
"45.64","3","ROCKFALL"
"103.84","7","ROCKFALL"
"85.4","9","ROCKFALL"
"84.32","11","ROCKFALL"
"63.68","3","ROCKFALL"
"49.96","3","ROCKFALL"
"64.12","6","ROCKFALL"
"7.2","4","MP"
"6.44","4","MP"
"122.24","10","ROCKFALL"
"14.08","52","VTB"
"72.12","11","ROCKFALL"
"6.88","4","MP"
"66.64","3","ROCKFALL"
"6.64","4","MP"
"12.52","40","VTB"
"6.6","8","MP"
"88.56","4","ROCKFALL"
"8.16","10","MP"
"6.8","4","MP"
"7.48","9","MP"
"8.84","12","MP"
"49.84","5","ROCKFALL"
"6.36","4","MP"
"70.88","3","ROCKFALL"
"10.88","36","VTB"
"6.96","5","MP"
"6.88","3","MP"
"7.28","3","MP"
"7.08","4","MP"
"7.36","11","MP"
"73.36","7","ROCKFALL"
"80.68","3","ROCKFALL"
"10.36","3","MP"
"7.8","4","MP"
"115","10","ROCKFALL"
"10.28","11","MP"
"8.08","3","MP"
"8.44","6","MP"
"76.92","13","ROCKFALL"
"56.32","7","ROCKFALL"
"108.96","22","ROCKFALL"
"37.88","8","ROCKFALL"
"132.16","7","ROCKFALL"
"78.44","6","ROCKFALL"
"60.4","4","ROCKFALL"
"14.2","4","ROCKFALL"
"90.2","5","ROCKFALL"
"67.76","3","ROCKFALL"
"12.16","62","VTB"
"153.36","31","ROCKFALL"
"6.48","4","MP"
"48.04","8","ROCKFALL"
"6.8","4","MP"
"8.16","5","MP"
"14.92","70","VTB"
"5.88","4","MP"
"6.04","6","MP"
"6","4","MP"
"7.16","3","MP"
"5.84","3","MP"
"4.96","3","MP"
"5.28","3","MP"
"4.76","3","MP"
"6.52","3","MP"
"5.52","6","MP"
"20.2","3","ROCKFALL"
"6.72","3","MP"
"14.08","3","LF"
"10.44","45","VTB"
"5.92","3","MP"
"90.24","4","ROCKFALL"
"93.64","3","ROCKFALL"
"109.64","8","ROCKFALL"
"141.6","8","ROCKFALL"
"73.44","3","ROCKFALL"
"6.6","4","MP"
"6.8","20","MP"
"45.16","4","ROCKFALL"
"23.92","5","ROCKFALL"
"103.08","17","ROCKFALL"
"6.04","3","MP"
"5.8","3","MP"
"9.28","5","MP"
"54.36","6","ROCKFALL"
"53.72","8","ROCKFALL"
"84.32","12","ROCKFALL"
"7.16","10","MP"
"5.48","3","MP"
"5.36","3","MP"
"68.6","11","ROCKFALL"
"14.24","5","ROCKFALL"
"44.64","6","ROCKFALL"
"50.88","4","ROCKFALL"
"166.68","14","ROCKFALL"
"81.84","4","ROCKFALL"
"5.32","3","MP"
"6.08","3","MP"
"41.48","3","ROCKFALL"
"112.76","13","ROCKFALL"
"71.84","7","ROCKFALL"
"99.48","3","ROCKFALL"
"43.52","4","ROCKFALL"
"6.28","3","MP"
"5.8","3","MP"
"43.2","13","ROCKFALL"
"5.28","3","MP"
"11.88","3","LF"
"5.32","3","MP"
"5.16","3","MP"
"79.48","4","ROCKFALL"
"6.8","3","MP"
"58.24","5","ROCKFALL"
"5.12","3","MP"
"5.64","3","MP"
"5.36","2","MP"
"43.88","7","ROCKFALL"
"5.28","4","MP"
"","","AUTO"
"5.56","3","MP"
"5.04","3","MP"
"6.32","5","MP"
"5.48","3","MP"
"29.44","5","ROCKFALL"
"5.28","2","MP"
"7.08","4","MP"
"5.16","3","MP"
"5.8","3","MP"
"","","AUTO"
"8.4","29","VTB"
"14.96","STRONG","VTB"
"12.32","65","VTB"
"55.92","3","ROCKFALL"
"61.4","3","ROCKFALL"
"9.56","7","MP"
"5.68","3","MP"
"6.68","3","MP"
"5.72","3","MP"
"52.08","4","ROCKFALL"
"6.28","4","MP"
"5.48","3","MP"
"44.8","4","ROCKFALL"
"7.72","8","MP"
"10.12","25","VTB"
"42.16","3","ROCKFALL"
"9.2","8","MP"
"6.84","3","MP"
"75.28","14","ROCKFALL"
"71.04","29","TECT"
"82.96","15","ROCKFALL"
"47.72","4","TECT"
"25.36","9","ROCKFALL"
"8.44","5","MP"
"4.68","4","MP"
"7.24","4","MP"
"56.96","4","ROCKFALL"
"6.88","3","MP"
"9.36","8","MP"
"","","AUTO"
"59.08","7","ROCKFALL"
"","","AUTO"
"10.08","19","VTB"
"103.28","14","ROCKFALL"
"4.24","3","MP"
"5.56","5","MP"
"4.64","3","MP"
"5.88","3","MP"
"6.04","4","MP"
"54.72","5","ROCKFALL"
"9.04","40","VTB"
"5.76","3","MP"
"7.8","7","MP"
"6.2","4","MP"
"5.52","3","MP"
"4.64","3","MP"
"43.2","4","ROCKFALL"
"5.68","3","MP"
"40.56","4","ROCKFALL"
"36.72","4","ROCKFALL"
"5.44","3","MP"
"5.56","4","MP"
"67.56","4","ROCKFALL"
"33.16","4","ROCKFALL"
"25.84","7","ROCKFALL"
"64.76","7","ROCKFALL"
"32.36","4","ROCKFALL"
"63.68","4","ROCKFALL"
"103.52","7","ROCKFALL"
"6.72","5","MP"
"37.64","3","ROCKFALL"
"50.32","3","ROCKFALL"
"6.72","8","MP"
"6.68","11","MP"
"57.8","5","ROCKFALL"
"5.04","3","MP"
"4.72","3","MP"
"101.64","6","ROCKFALL"
"40.92","4","ROCKFALL"
"43.52","4","ROCKFALL"
"54.48","4","ROCKFALL"
"84.12","8","ROCKFALL"
"54","4","ROCKFALL"
"22.6","7","ROCKFALL"
"63.4","3","ROCKFALL"
"156.16","60","TECT"
"60.96","6","ROCKFALL"
"66.12","6","ROCKFALL"
"7.2","5","MP"
"76.92","4","ROCKFALL"
"66.16","5","ROCKFALL"
"42.92","5","ROCKFALL"
"36.6","4","ROCKFALL"
"25.28","3","ROCKFALL"
"5.68","3","MP"
"91.56","9","ROCKFALL"
"63.28","5","ROCKFALL"
"27.24","4","ROCKFALL"
"125.72","6","ROCKFALL"
"73.48","14","ROCKFALL"
"55.92","3","ROCKFALL"
"23.72","5","ROCKFALL"
"60.76","8","ROCKFALL"
"112.12","17","ROCKFALL"
"10.76","55","VTB"
"7.08","4","MP"
"6.16","5","MP"
"85.48","12","ROCKFALL"
"68.36","7","ROCKFALL"
"6.84","5","MP"
"6.32","4","MP"
"6.8","40","VTB"
"4.88","3","MP"
"6.64","3","MP"
"5.2","3","MP"
"6.52","3","MP"
"6.52","4","MP"
"58.04","4","ROCKFALL"
"79.04","11","ROCKFALL"
"5.4","6","MP"
"82.08","6","ROCKFALL"
"64.28","4","ROCKFALL"
"86.12","6","ROCKFALL"
"69.68","5","ROCKFALL"
"6.16","3","MP"
"98.56","7","ROCKFALL"
"65.64","5","ROCKFALL"
"5.44","2","MP"
"73.44","5","ROCKFALL"
"5.24","3","MP"
"6.44","6","MP"
"6.6","3","MP"
"43.32","4","ROCKFALL"
"6.68","3","MP"
"54.88","4","ROCKFALL"
"6.32","4","MP"
"5.6","4","MP"
"84.36","5","ROCKFALL"
"7.52","9","MP"
"30.68","16","ROCKFALL"
"86.24","5","ROCKFALL"
"60.36","7","ROCKFALL"
"80.88","5","ROCKFALL"
"39.4","4","ROCKFALL"
"5.8","3","MP"
"88","4","ROCKFALL"
"59.52","5","ROCKFALL"
"79.92","14","ROCKFALL"
"81.92","6","ROCKFALL"
"63.88","4","ROCKFALL"
"56.16","3","ROCKFALL"
"34.28","4","ROCKFALL"
"93.84","12","ROCKFALL"
"84","6","ROCKFALL"
"31.72","4","ROCKFALL"
"65.72","12","ROCKFALL"
"75.72","6","ROCKFALL"
"47.08","4","ROCKFALL"
"75.8","5","ROCKFALL"
"34.96","6","ROCKFALL"
"5.76","3","MP"
"37.32","9","ROCKFALL"
"50.04","6","ROCKFALL"
"27.32","4","ROCKFALL"
"30.32","4","ROCKFALL"
"40.12","5","ROCKFALL"
"6.2","3","MP"
"64.44","4","ROCKFALL"
"99.32","10","ROCKFALL"
"58","4","ROCKFALL"
"81.92","4","ROCKFALL"
"77.76","6","ROCKFALL"
"93.76","3","ROCKFALL"
"7.64","3","MP"
"78.08","4","ROCKFALL"
"88.32","3","ROCKFALL"
"78.08","4","ROCKFALL"
"6.2","3","MP"
"8.84","4","MP"
"74.12","4","ROCKFALL"
"57.28","4","ROCKFALL"
"53.44","4","ROCKFALL"
"78.08","5","ROCKFALL"
"7.24","4","MP"
"72.32","3","ROCKFALL"
"7.84","3","MP"
"6.8","3","MP"
"7.24","3","MP"
"9.88","6","MP"
"7.88","3","MP"
"48.44","15","ROCKFALL"
"76.56","8","TECT"
"91.2","9","ROCKFALL"
"49.4","4","ROCKFALL"
"5.96","4","MP"
"72.84","4","ROCKFALL"
"55.48","4","ROCKFALL"
"70.72","12","ROCKFALL"
"71.88","4","ROCKFALL"
"30.32","4","ROCKFALL"
"7.32","5","MP"
"7.08","4","MP"
"61.2","5","ROCKFALL"
"41.48","4","ROCKFALL"
"80.84","5","ROCKFALL"
"72.72","6","ROCKFALL"
"7.48","10","MP"
"68.28","9","ROCKFALL"
"47.64","4","ROCKFALL"
"8.4","35","VTB"
"19.84","70","VTB"
"11.6","30","VTB"
"5.72","4","MP"
"5.08","3","MP"
"8.28","6","MP"
"72.44","4","ROCKFALL"
"10.92","4","MP"
"","","AUTO"
"5.76","8","MP"
"7","11","MP"
"79.04","12","ROCKFALL"
"9.84","3","MP"
"96.64","5","ROCKFALL"
"87.68","4","ROCKFALL"
"119.1","23","ROCKFALL"
"80.32","3","ROCKFALL"
"11","33","VTB"
"6.64","3","MP"
"6.64","3","MP"
"60.8","22","ROCKFALL"
"62.4","3","ROCKFALL"
"93.44","10","ROCKFALL"
"9.68","13","MP"
"7.12","19","MP"
"10.04","26","MP"
"68.8","3","ROCKFALL"
"34.64","24","ROCKFALL"
"56.68","3","ROCKFALL"
"19.6","4","ROCKFALL"
"6.96","8","MP"
"6.2","4","MP"
"52.68","4","ROCKFALL"
"57.76","6","ROCKFALL"
"56.56","4","ROCKFALL"
"66.36","5","ROCKFALL"
"9.84","33","VTB"
"124.32","11","ROCKFALL"
"6.96","3","MP"
"97.68","10","ROCKFALL"
"6.24","3","MP"
"5.56","3","MP"
"28.68","4","ROCKFALL"
"6.68","2","MP"
"7.52","5","MP"
"6.32","3","MP"
"29.44","4","ROCKFALL"
"106.96","5","ROCKFALL"
"52.48","3","ROCKFALL"
"6.48","3","MP"
"49.6","3","ROCKFALL"
"82.24","7","ROCKFALL"
"81.6","4","ROCKFALL"
"73.92","6","ROCKFALL"
"64","5","ROCKFALL"
"69.44","3","ROCKFALL"
"8.68","3","MP"
"74.24","4","ROCKFALL"
"84.88","4","ROCKFALL"
"45.44","3","ROCKFALL"
"9.48","10","MP"
"69.44","4","ROCKFALL"
"66.56","3","ROCKFALL"
"43.84","10","ROCKFALL"
"90.24","3","ROCKFALL"
"85.76","4","ROCKFALL"
"11.8","STRONG","VTB"
"81.92","3","ROCKFALL"
"8.08","3","MP"
"57.28","10","ROCKFALL"
"11.56","4","MP"
"69.76","3","ROCKFALL"
"55.04","3","ROCKFALL"
"8.44","46","VTB"
"91.84","3","ROCKFALL"
"58","3","ROCKFALL"
"85.56","11","ROCKFALL"
"110.36","14","ROCKFALL"
"69.28","3","ROCKFALL"
"6.24","3","MP"
"68.88","4","ROCKFALL"
"8.6","42","VTB"
"7.4","35","VTB"
"7.96","4","MP"
"97.04","10","ROCKFALL"
"155.28","13","ROCKFALL"
"68.4","11","ROCKFALL"
"76.44","12","ROCKFALL"
"106.08","8","ROCKFALL"
"103.76","15","ROCKFALL"
"83.88","4","ROCKFALL"
"126.8","30","ROCKFALL"
"88.08","3","ROCKFALL"
"143.68","12","ROCKFALL"
"97.48","10","ROCKFALL"
"103.2","8","ROCKFALL"
"14.76","STRONG","VTB"
"5.04","3","MP"
"","","AUTO"
"6.4","9","MP"
"107.6","7","ROCKFALL"
"97.68","5","ROCKFALL"
"86.2","5","ROCKFALL"
"89","11","ROCKFALL"
"100.8","10","ROCKFALL"
"104.56","7","ROCKFALL"
"7.04","8","MP"
"57.12","3","ROCKFALL"
"110.88","4","ROCKFALL"
"68.28","3","ROCKFALL"
"93.32","9","ROCKFALL"
"69.68","3","ROCKFALL"
"10.44","16","LF"
"7.24","5","MP"
"90.64","4","ROCKFALL"
"7.16","3","MP"
"93.48","5","ROCKFALL"
"82.8","20","ROCKFALL"
"65.4","5","ROCKFALL"
"69.92","4","ROCKFALL"
"89.92","5","ROCKFALL"
"98.92","7","ROCKFALL"
"104.72","5","ROCKFALL"
"73.44","5","ROCKFALL"
"93.52","3","ROCKFALL"
"85.72","5","ROCKFALL"
"63.16","27","ROCKFALL"
"88.16","4","ROCKFALL"
"6.44","3","MP"
"128.72","18","ROCKFALL"
"7.4","5","MP"
"102.84","7","ROCKFALL"
"7.8","4","MP"
"66.56","3","ROCKFALL"
"99.52","7","ROCKFALL"
"96.96","4","ROCKFALL"
"83.88","10","ROCKFALL"
"41.28","12","ROCKFALL"
"53.44","4","ROCKFALL"
"64.96","3","ROCKFALL"
"72.64","9","ROCKFALL"
"51.52","4","ROCKFALL"
"64.32","3","ROCKFALL"
"71.36","5","ROCKFALL"
"78.72","7","ROCKFALL"
"48.96","5","ROCKFALL"
"79.68","3","ROCKFALL"
"55.36","4","ROCKFALL"
"11.2","8","MP"
"7.64","3","MP"
"61.76","3","ROCKFALL"
"74.56","3","ROCKFALL"
"74.56","10","ROCKFALL"
"68.48","3","ROCKFALL"
"54.08","4","ROCKFALL"
"9.36","30","VTB"
"86.44","10","ROCKFALL"
"7.12","4","MP"
"92.16","23","ROCKFALL"
"61.52","4","ROCKFALL"
"7.48","4","MP"
"7.04","8","MP"
"64.76","4","ROCKFALL"
"8.08","11","MP"
"85.76","4","ROCKFALL"
"83.56","16","ROCKFALL"
"88.32","7","ROCKFALL"
"27.24","3","ROCKFALL"
"7.76","5","MP"
"5.88","3","MP"
"86.4","4","ROCKFALL"
"115.12","7","ROCKFALL"
"10.84","3","MP"
"79.68","3","ROCKFALL"
"7.52","3","MP"
"75.56","12","ROCKFALL"
"6.56","3","MP"
"138.84","18","ROCKFALL"
"131.96","16","ROCKFALL"
"9.24","7","MP"
"86.72","4","ROCKFALL"
"101.04","6","ROCKFALL"
"9.6","3","MP"
"40.32","4","ROCKFALL"
"101.44","8","ROCKFALL"
"114.24","3","ROCKFALL"
"56","3","ROCKFALL"
"66.56","8","ROCKFALL"
"89.6","8","ROCKFALL"
"80.96","17","ROCKFALL"
"54.08","3","ROCKFALL"
"72.96","6","ROCKFALL"
"6.12","3","MP"
"49.6","3","ROCKFALL"
"10.52","30","VTB"
"9.2","4","MP"
"109.6","6","ROCKFALL"
"6.16","16","MP"
"55.24","3","ROCKFALL"
"87.4","3","ROCKFALL"
"70.96","3","ROCKFALL"
"73.52","6","ROCKFALL"
"86.92","3","ROCKFALL"
"108.52","6","ROCKFALL"
"74.12","6","ROCKFALL"
"5.08","3","MP"
"89.56","7","ROCKFALL"
"97.12","8","ROCKFALL"
"151.32","18","ROCKFALL"
"83.76","4","ROCKFALL"
"97.72","3","ROCKFALL"
"48.88","3","ROCKFALL"
"75.16","3","ROCKFALL"
"6.08","4","MP"
"67.4","10","ROCKFALL"
"81.04","3","ROCKFALL"
"83.16","3","ROCKFALL"
"68.08","4","ROCKFALL"
"40.68","5","ROCKFALL"
"89.04","3","ROCKFALL"
"80.36","6","ROCKFALL"
"90.32","9","ROCKFALL"
"101.48","3","ROCKFALL"
"105.36","16","ROCKFALL"
"71.32","3","ROCKFALL"
"91.08","5","ROCKFALL"
"56.2","26","ROCKFALL"
"7.48","12","MP"
"75.2","3","ROCKFALL"
"5.28","3","MP"
"71.2","4","ROCKFALL"
"85.68","10","ROCKFALL"
"117.76","7","ROCKFALL"
"7.16","5","MP"
"145.92","21","ROCKFALL"
"15.72","4","ROCKFALL"
"127.8","8","ROCKFALL"
"117.48","27","ROCKFALL"
"96.44","7","ROCKFALL"
"87.12","3","ROCKFALL"
"102.72","12","ROCKFALL"
"122.96","4","ROCKFALL"
"64.96","3","ROCKFALL"
"109.56","4","ROCKFALL"
"6.64","12","MP"
"123.2","9","ROCKFALL"
"4.64","3","MP"
"8.68","56","VTB"
"80.48","5","TECT"
"102.48","7","ROCKFALL"
"10.08","61","VTB"
"7.4","11","MP"
"6.48","38","VTB"
"7.44","8","MP"
"6.76","4","MP"
"68.8","5","ROCKFALL"
"74.88","13","ROCKFALL"
"45.12","3","ROCKFALL"
"72.64","9","ROCKFALL"
"58.56","4","ROCKFALL"
"72.96","6","ROCKFALL"
"6.32","13","MP"
"80.64","3","ROCKFALL"
"58.24","4","ROCKFALL"
"78.32","10","ROCKFALL"
"49.6","7","ROCKFALL"
"72.64","4","ROCKFALL"
"7.12","6","MP"
"31.24","5","ROCKFALL"
"48","4","ROCKFALL"
"83.84","5","ROCKFALL"
"46.84","3","ROCKFALL"
"9.12","4","MP"
"47.36","7","ROCKFALL"
"75.76","9","ROCKFALL"
"98.16","5","ROCKFALL"
"6.88","5","MP"
"6.48","6","MP"
"6.56","4","MP"
"114.56","4","ROCKFALL"
"68.04","3","ROCKFALL"
"119.04","3","ROCKFALL"
"81","4","ROCKFALL"
"94.88","5","ROCKFALL"
"56.64","5","ROCKFALL"
"190.24","4","ROCKFALL"
"73.44","3","ROCKFALL"
"127.16","5","ROCKFALL"
"158.12","5","ROCKFALL"
"72.12","3","ROCKFALL"
"107.52","5","ROCKFALL"
"88.2","5","ROCKFALL"
"15.76","3","ROCKFALL"
"66.4","4","ROCKFALL"
"104.36","4","ROCKFALL"
"65.92","5","ROCKFALL"
"128.88","9","ROCKFALL"
"73.36","10","ROCKFALL"
"96.92","3","ROCKFALL"
"6.48","3","MP"
"6.24","4","MP"
"34.16","4","ROCKFALL"
"88.32","4","ROCKFALL"
"115.84","7","ROCKFALL"
"60.92","4","ROCKFALL"
"6.4","8","MP"
"77.68","9","ROCKFALL"
"124.8","3","ROCKFALL"
"9.8","25","VTB"
"58.8","3","ROCKFALL"
"110.08","4","ROCKFALL"
"157","9","ROCKFALL"
"178.6","4","ROCKFALL"
"6.96","3","MP"
"104.76","11","ROCKFALL"
"50.88","3","ROCKFALL"
"77.88","6","ROCKFALL"
"6.24","3","MP"
"76.8","5","ROCKFALL"
"60.48","3","ROCKFALL"
"84.48","4","ROCKFALL"
"20.4","3","ROCKFALL"
"112.4","4","ROCKFALL"
"151.48","4","ROCKFALL"
"127.28","29","ROCKFALL"
"158.88","4","ROCKFALL"
"134.24","7","ROCKFALL"
"91.6","3","ROCKFALL"
"75.08","11","ROCKFALL"
"123.6","5","ROCKFALL"
"6","3","MP"
"10.16","30","VTB"
"44.84","3","ROCKFALL"
"16.52","STRONG","VTB"
"80.52","5","ROCKFALL"
"187.36","3","TECT"
"133.12","5","ROCKFALL"
"7.8","10","MP"
"93.28","6","ROCKFALL"
"6.72","3","MP"
"5.16","3","MP"
"81.56","3","ROCKFALL"
"119.36","4","ROCKFALL"
"88.64","4","ROCKFALL"
"87.28","8","ROCKFALL"
"45.08","3","ROCKFALL"
"59.56","7","ROCKFALL"
"62.32","4","ROCKFALL"
"12.84","3","ROCKFALL"
"65.44","8","ROCKFALL"
"88.6","3","ROCKFALL"
"4.16","3","MP"
"6.72","3","MP"
"9.96","50","VTB"
"57.6","9","ROCKFALL"
"63.2","10","ROCKFALL"
"72.32","11","ROCKFALL"
"73.88","3","ROCKFALL"
"82.6","13","ROCKFALL"
"49.44","5","ROCKFALL"
"8","9","MP"
"103.44","12","ROCKFALL"
"7.36","5","MP"
"57.88","5","ROCKFALL"
"6.88","3","MP"
"5.4","5","MP"
"117.28","6","ROCKFALL"
"22.72","8","ROCKFALL"
"88.32","8","ROCKFALL"
"7.04","14","MP"
"14.64","60","VTB"
"19.24","STRONG","VTB"
"7.76","12","MP"
"13.08","68","VTB"
"6.56","3","MP"
"86","3","ROCKFALL"
"78.04","4","ROCKFALL"
"94.24","4","ROCKFALL"
"53.24","9","ROCKFALL"
"10.96","30","VTB"
"63.12","4","ROCKFALL"
"69.36","3","ROCKFALL"
"70.92","8","ROCKFALL"
"81.8","13","ROCKFALL"
"7.64","3","MP"
"81.96","4","ROCKFALL"
"54.8","3","ROCKFALL"
"65.52","5","ROCKFALL"
"77.8","6","ROCKFALL"
"65.4","4","ROCKFALL"
"8.16","3","MP"
"50.12","4","ROCKFALL"
"5.56","3","MP"
"74.4","6","ROCKFALL"
"11","44","VTB"
"81.04","3","ROCKFALL"
"75.68","4","ROCKFALL"
"7.6","27","VTB"
"6.84","6","MP"
"94.32","9","ROCKFALL"
"6.28","5","MP"
"6.52","3","MP"
"7.56","5","MP"
"104.24","4","ROCKFALL"
"6.6","3","MP"
"68.36","8","ROCKFALL"
"154.76","11","ROCKFALL"
"9.32","16","MP"
"103.72","24","ROCKFALL"
"6.08","3","MP"
"7","3","MP"
"12.08","37","VTB"
"6.2","3","MP"
"30.72","3","ROCKFALL"
"5.24","3","MP"
"92.92","4","ROCKFALL"
"13.36","66","VTB"
"126.72","36","ROCKFALL"
"170","9","ROCKFALL"
"111.96","14","ROCKFALL"
"124.72","4","ROCKFALL"
"148.2","4","ROCKFALL"
"124.68","5","ROCKFALL"
"88.16","14","ROCKFALL"
"104.76","14","ROCKFALL"
"55.16","3","ROCKFALL"
"68.52","3","ROCKFALL"
"76.08","14","ROCKFALL"
"141.68","12","ROCKFALL"
"80.84","4","ROCKFALL"
"68.44","5","ROCKFALL"
"148","8","ROCKFALL"
"123.68","7","ROCKFALL"
"90.04","3","ROCKFALL"
"86.84","4","ROCKFALL"
"63.44","4","ROCKFALL"
"120.24","4","ROCKFALL"
"98.68","14","ROCKFALL"
"139.36","3","ROCKFALL"
"110.44","21","ROCKFALL"
"141.36","5","ROCKFALL"
"136.32","6","ROCKFALL"
"6.52","3","MP"
"117.88","17","ROCKFALL"
"149.88","7","ROCKFALL"
"143.4","15","ROCKFALL"
"129.12","4","ROCKFALL"
"114.2","5","ROCKFALL"
"103.8","9","ROCKFALL"
"111.68","4","ROCKFALL"
"6.84","3","MP"
"28.76","4","ROCKFALL"
"126.72","7","ROCKFALL"
"6.28","4","MP"
"6.36","4","MP"
"9.96","48","VTB"
"6.24","3","MP"
"99.24","4","ROCKFALL"
"7.48","4","MP"
"146.96","23","ROCKFALL"
"6.8","8","MP"
"8.56","28","VTB"
"7.08","25","VTB"
"10.36","40","VTB"
"6","3","MP"
"6.16","3","MP"
"6.36","3","MP"
"116.88","7","ROCKFALL"
"8.28","17","MP"
"6.04","3","MP"
"99.92","5","ROCKFALL"
"71.6","7","ROCKFALL"
"143.72","3","ROCKFALL"
"119.92","3","ROCKFALL"
"99.16","6","ROCKFALL"
"6.4","4","MP"
"89.96","3","ROCKFALL"
"128.04","4","ROCKFALL"
"79.52","3","ROCKFALL"
"92.56","3","ROCKFALL"
"45.36","3","ROCKFALL"
"67.6","7","ROCKFALL"
"67.84","3","ROCKFALL"
"6.68","3","MP"
"6.24","4","MP"
"126.2","3","ROCKFALL"
"179.96","14","ROCKFALL"
"6","4","MP"
"120.44","14","ROCKFALL"
"138.4","10","ROCKFALL"
"114.56","4","ROCKFALL"
"9.92","7","LF"
"115.52","30","ROCKFALL"
"6.2","4","MP"
"40.4","STRONG","VTB"
"8.72","8","MP"
"8.72","14","MP"
"5.68","4","MP"
"11.08","52","VTB"
"5.44","25","VTB"
"11.68","STRONG","VTB"
"6.88","3","MP"
"8.44","STRONG","VTB"
"5.88","4","MP"
"6.28","3","MP"
"5.36","3","MP"
"71.48","5","ROCKFALL"
"99.12","4","ROCKFALL"
"82.24","8","ROCKFALL"
"17.44","3","ROCKFALL"
"43.12","3","ROCKFALL"
"64.36","11","ROCKFALL"
"63.32","6","ROCKFALL"
"92.44","4","ROCKFALL"
"6.44","3","MP"
"82.56","5","ROCKFALL"
"145.52","7","ROCKFALL"
"76.92","12","ROCKFALL"
"132","7","ROCKFALL"
"65.4","7","ROCKFALL"
"162.04","13","ROCKFALL"
"82.6","8","ROCKFALL"
"44.48","4","ROCKFALL"
"107.48","3","ROCKFALL"
"9.96","11","MP"
"82.88","12","ROCKFALL"
"62.68","3","ROCKFALL"
"10.8","14","MP"
"65.04","4","ROCKFALL"
"49","6","ROCKFALL"
"87.92","7","ROCKFALL"
"76.52","6","ROCKFALL"
"146.72","8","ROCKFALL"
"8.4","3","MP"
"8.68","5","MP"
"6.28","3","MP"
"8.52","10","MP"
"7.68","6","MP"
"8.4","10","MP"
"6.64","25","VTB"
"","","AUTO"
"6.28","4","MP"
"5.68","3","MP"
"92.32","3","ROCKFALL"
"85","4","ROCKFALL"
"83.44","3","ROCKFALL"
"84.76","6","ROCKFALL"
"84.6","13","ROCKFALL"
"7.6","6","MP"
"45.08","3","ROCKFALL"
"7.44","10","MP"
"103.72","14","ROCKFALL"
"9.72","25","VTB"
"167.88","25","ROCKFALL"
"6.12","4","MP"
"10.52","35","VTB"
"10.96","45","VTB"
"128.36","4","ROCKFALL"
"51.4","3","ROCKFALL"
"86.44","3","ROCKFALL"
"5.16","3","MP"
"88.72","4","ROCKFALL"
"7.88","12","MP"
"7.28","3","MP"
"5.76","4","MP"
"6.16","4","MP"
"6.4","4","MP"
"52.56","3","ROCKFALL"
"7.04","3","MP"
"6.36","5","MP"
"4.92","4","MP"
"7.76","7","MP"
"7.16","4","MP"
"6.76","3","MP"
"7.4","3","MP"
"145.52","7","ROCKFALL"
"80.44","6","ROCKFALL"
"74.12","6","ROCKFALL"
"33.08","4","ROCKFALL"
"7.96","4","MP"
"70.84","6","ROCKFALL"
"83.8","5","ROCKFALL"
"67.04","4","ROCKFALL"
"14.24","4","ROCKFALL"
"62.24","7","ROCKFALL"
"70","8","ROCKFALL"
"6.48","3","MP"
"119.76","6","ROCKFALL"
"102.96","15","ROCKFALL"
"108.32","8","ROCKFALL"
"68.96","6","ROCKFALL"
"64.36","5","ROCKFALL"
"8.44","3","MP"
"89.64","7","ROCKFALL"
"6.4","3","MP"
"102.04","6","ROCKFALL"
"65.24","5","ROCKFALL"
"60.96","7","ROCKFALL"
"74.48","3","ROCKFALL"
"9.84","19","MP"
"6.92","5","MP"
"72.68","3","ROCKFALL"
"","","AUTO"
"8.96","52","VTB"
"109.4","12","ROCKFALL"
"6.36","8","MP"
"109.56","11","ROCKFALL"
"76.8","8","ROCKFALL"
"58.32","6","ROCKFALL"
"92.84","9","ROCKFALL"
"9.16","5","MP"
"14.24","46","VTB"
"8.92","6","MP"
"9.44","7","MP"
"52.28","7","ROCKFALL"
"102.52","8","ROCKFALL"
"10.56","20","MP"
"9.44","6","MP"
"90.68","8","ROCKFALL"
"8.64","6","MP"
"102.52","5","ROCKFALL"
"103","12","ROCKFALL"
"9.44","7","MP"
"87.6","5","ROCKFALL"
